Darija (Arabic),English
ينعل * * * ... أستغفر الله العظييم صبرك يااااا رب صبرك ... شيبتووووني قبل,"May God forgive me... Oh Lord, grant me patience, grant me patience... You made me grow old before my time."
ليكم هيليكوبتير ريمان : يوووووووووپي طياااااارة😃😆 احم سمحلي آالشااف بقااا فياا الحااال وحزنت 😢 قطع,"Here is the helicopter, Riman: Yooooooopi, airplane 😃😆. Ahem, sorry, boss, I felt bad and got sad 😢. End."
علييهااا وآمر ماهر بااش يعيط للرجاال ديالهم ويحركو تدويرة بااش دووز ريماان بلا أمن بلا,"""Tell Maher to call their men and start the operation so Riman can pass without security."""
تقلاب ... المجااعة وماادير خااصهم غيير الفلووس .. وحيت تركيا المساند الرسمي للمنظمة ريماان :,Searching ... hunger and what they need is just money .. and since Turkey is the official supporter of the organization Riman:
شي يحزق شي يسمع الهضرة تف تف حسين : من صبح ونتي تعاودي فالحزاااق براكة,"Someone farts, someone listens to the noise.  
Hussein: Since morning, you've been repeating the farting—enough!"
آو حمااضيتي😒 ريمان : هاهاهاها مازااال ماشتي واالو ماحدي عاايشاا غاتسمعها بزااف .. كوون غير,"Oh, my drama 😒  
Riman: Hahaha, you haven’t seen anything yet as long as I’m alive, you’ll hear it a lot... If only..."
تاتعاود تشتتهووم😂هاادشي ايلا مانقارضوش😌 حسين : معدرت مااهر فيك ثرثارة دودودودودو شحاال فيك دالهضرة ريمان,"She keeps repeating herself 😂 This is if we don't go extinct 😌  
Hussein: I can't do anything, you're such a chatterbox, do-do-do-do, you talk so much, Riman."
: ماهر البرهووش تااهو تحلييه الفم حسابي نعاه هو لااخر .. نووض نووض فيا المووت,": Maher, the clever one, also sweetens the mouth. My reckoning with him is the last... Get up, get up, I'm dying."
الجوع مشااو للمطعم كلاو ... وشراات كارط سيم ركباتهااا فطيليفون ديالها باش تعيط لعائلتها مديحة,"Hunger drove them to the restaurant, they ate... and she bought a SIM card and inserted it into her phone to call her family, Madiha."
: بنتي كي راكي بخير؟؟وصلتو؟ ريمان : لا مزالين فالسما😌وصلنا بخير الحمد الله آمدوحني ونتوما,"My daughter, how are you? Are you okay? Did you arrive?  
Riman: No, we're still in the air 😌. We arrived safely, thank God. How about you?"
لباس؟؟ مديحة : خليتي بلاصتك كريم غير شاد عليه فالبيت ريمان : مسكين حبيبي كغيمو,"Clothing??  
Madiha: You left your spot, Karim is just holding onto it in the room.  
Rimane: Poor thing, my love, they love him."
.. فكريه غيير بالآيفون يولي يضحك .. فيناهو ندوي معاه؟؟ مديحة : قااري دابا تا,".. Think about changing to an iPhone, he might start laughing .. Where is he so I can talk to him?? Madiha: He's studying right now."
يجي وهضري معاه .. ياك نتي بخير ماخصك تاخير آبنتي؟؟ ريمان : ( كتحسر من,"He comes and talks to him.. Are you okay, my daughter? Riman: (regretfully)"
داخل وتفكرات ماداز عليها هاد نهار ماكرهاتش تقولها خاصني نتوما بغيت نرجع ليكم ماساخياش بيكم,"She thought about her day and wished to say, ""I need you, I want to come back to you, I can't let go of you."""
) لباس الحمد لله ماخصني والوو .. فين هي واحد ليلى؟ مديحة : ههه هاديك,") Clothes, praise be to God, I don't need anything... Where is a certain Layla? Madiha: Haha, that one."
الهبيلة جات فالصبح كاتسول فيك نسات واش مشيتي للتركيا ضحكاتني ريمان : خخخ هادييك غانجيب,"The silly one came in the morning asking about you, she forgot if you went to Turkey. Riman made me laugh: ""Haha, that one I'll bring."""
ليها شي عقل معايا . مديحة : عرفتي شكون خطب؟ ريمان : لي ضاربك ضاربك,"Madiha: Do you know who got engaged?  
Riman: The one who hurt you, hurt you."
على الزواج😒شكون تزوج؟ مديحة : ولد عمك لي رفضتي خطب إيمان لي كاتقيل خارجة داخلة,"About marriage 😒 Who got married?  
Madiha: Your cousin, the one you rejected, got engaged to Iman, the one who's always coming and going."
الله يستر لا زين لامجي بكري ريمان : هاديك لي غاتخرج فالقنديشة ههه قالتلها نتي,"God protect us, no beauty nor early arrival, Riman: ""That one who will appear in Qandisha, haha, she told her, 'You.'"""
ماتعرفي والو مديحة : ههه تستااهل نتي ماكاانتش حاملاك تزوجي بولدها هاهي جات لي تخرجها,"""You don't know anything, Madiha: Haha, you deserve it. You shouldn't have married her son; now she's here to kick you out."""
منها .. لمهم خلينا من الهضرة فالناس حرام ريمان : هههه تا كليتي 2كيبو داللحم,"Riman: Haha, you even ate 2 kilos of meat."
خضر عاد حرام😂 مديحة : الله يمسخك آبنت الكلب توحشتي سندالة 360 ريمان : العاار,"Vegetables are just forbidden 😂  
Madiha: May God disgrace you, daughter of a dog, you missed being a troublemaker.  
Rimane: Shame."
آممي ايلا السندالة ... مي ماابقيتش كانسمع تششششش تششش مااكنسمع والو ... ( بلعاني باش,"My mom, if the sandal ... I can't hear ""tshhh tshhh"" anymore, I hear nothing ... (on purpose to..."
تقطع ) مديحة : الو الو ريمان : تشششش مدي ... تشششش ريزو تشش قطعات,Call dropped.
عليهاا بااش تخليها ضاحكة أما ايلا وصلاتها للوداع غاتبكي وهي مزاال ماولفاات فراقها ... ريمان,"That's why you should keep her smiling, because if it comes to goodbye, she'll cry even though she's not yet used to the separation... Riman"
رتاحت نسبيا منين سمعات صوت ماماهاا رجعوو للرونو كاايتسنااو أحمد يتاصل بيهم ... تااا داتهوم,"She felt relatively relieved when she heard her mom's voice, and they returned to the car waiting for Ahmed to call them... until he picked them up."
عينيهم ونعسو شوية ... فيقهم الطيليفوون الاسيلكي ريمان : تعطلتو الشاااف أحمد : مالنا خدامين,"Their eyes closed, and they slept a little...  
The cordless phone woke them up.  
Riman: You’re late.  
Chef Ahmed: We’re working."
عند باك😤مزال ماانسييتلكم لي درتووه شوهتووني شيبتووني ... شوية وغااتوصل هيليكوبتير .. عاوتااني دييرو شي,"Your father 😤 I still haven't forgotten what you did, you embarrassed me, you aged me... soon a helicopter will arrive... do something again."
